animal_type,primary_color,sex,dob,intake_date,intake_condition,intake_type,intake_subtype,outcome_date,outcome_type,outcome_is_dead,geopoint,adopted,age,month,season
cat,black,Male,2023-05-26,2023-08-26,ill mild,stray,aban field,2023-09-01,adoption,FALSE,"33.8366757, -118.1246575",Yes,1,09,Fall
cat,orange,Male,2022-04-11,2022-06-11,normal,stray,otc,2022-06-16,euthanasia,TRUE,"33.8565839, -118.1964057",No,2,06,Summer
cat,white,Male,2022-04-11,2022-06-11,normal,stray,otc,2022-06-16,euthanasia,TRUE,"33.8565839, -118.1964057",No,2,06,Summer
dog,black,Neutered,2010-09-02,2023-09-02,injured  severe,stray,otc,2023-09-09,rescue,FALSE,"33.8363392, -118.1423552",No,14,09,Fall
cat,black,Female,2022-06-15,2022-06-18,under age/weight,stray,otc,2022-06-19,rescue,FALSE,"33.7662999, -118.1957487",No,2,06,Summer
other,gray,Unknown,2017-03-20,2017-04-03,under age/weight,wildlife,field,2017-04-03,euthanasia,TRUE,"33.773889, -118.1425692",No,8,04,Spring
bird,brown,Unknown,2019-04-22,2019-04-27,normal,stray,otc,2019-04-28,rescue,FALSE,"33.8015983, -118.0576649",No,5,04,Spring
cat,seal point,Male,2020-08-27,2020-10-14,under age/weight,stray,otc,2021-01-23,adoption,FALSE,"33.7665223, -118.1907523",Yes,4,01,Winter
cat,black,Female,2017-07-01,2017-10-01,normal,stray,otc,2017-10-06,transfer,FALSE,"33.83508450000001, -118.1933288",No,7,10,Fall
cat,gray tabby,Female,2017-07-30,2017-09-30,normal,stray,otc,2017-10-06,transfer,FALSE,"33.83508450000001, -118.1933288",No,7,10,Fall
cat,gray tabby,Male,2020-08-27,2020-10-14,under age/weight,stray,otc,2021-01-23,adoption,FALSE,"33.7665223, -118.1907523",Yes,4,01,Winter
cat,black,Male,2018-08-20,2018-09-29,under age/weight,stray,otc,2018-10-06,rescue,FALSE,"33.84862380000001, -118.1965905",No,6,10,Fall
other,white,Unknown,2020-11-30,2022-11-30,injured  severe,wildlife,field,2022-11-30,euthanasia,TRUE,"33.7703282, -118.1867165",No,4,11,Fall
dog,white,Male,2012-06-26,2017-01-29,normal,owner surrender,otc,2017-02-03,rescue,FALSE,"33.7717171, -118.181305",No,12,02,Winter
dog,black,Neutered,2019-10-13,2021-11-14,normal,return,adoption,2021-11-17,foster to adopt,FALSE,"33.6638463, -118.0049689",Yes,5,11,Fall
cat,black,Unknown,2024-04-02,2024-10-02,ill moderatete,stray,field,2024-10-03,euthanasia,TRUE,"33.837607, -118.184425",No,0,10,Fall
dog,brown,Neutered,2019-04-20,2019-12-20,normal,stray,otc,2020-01-15,adoption,FALSE,"33.8632207, -118.1882952",Yes,5,01,Winter
cat,calico,Spayed,2018-05-15,2021-06-26,injured  moderate,stray,otc,2021-07-09,community cat,FALSE,"33.837607, -118.184425",No,6,07,Summer
cat,gray,Female,2024-05-08,2024-06-01,under age/weight,stray,otc,2024-07-16,rescue,FALSE,"33.8641777, -118.1884322",No,0,07,Summer
cat,gray,Male,2019-09-30,2019-11-30,under age/weight,stray,otc,2019-12-03,rescue,FALSE,"33.837607, -118.184425",No,5,12,Winter
wild,brown,Unknown,2023-07-23,2024-07-23,injured  severe,wildlife,field,2024-07-23,euthanasia,TRUE,"33.771713, -118.1747276",No,1,07,Summer
cat,black,Spayed,2018-05-15,2018-08-15,fractious,stray,field,2018-08-28,"shelter, neuter, return",FALSE,"33.837607, -118.184425",No,6,08,Summer
dog,brown brindle,Spayed,2020-10-15,2021-05-15,normal,stray,field,2021-05-26,adoption,FALSE,"33.8357149, -118.1803542",Yes,4,05,Spring
cat,black,Male,2022-08-10,2022-09-10,under age/weight,stray,otc,2022-10-20,transfer,FALSE,"33.7717443, -118.1946848",No,2,10,Fall
cat,black,Neutered,2019-10-12,2020-01-12,normal,stray,otc,2020-01-23,adoption,FALSE,"33.8366466, -118.1767795",Yes,5,01,Winter
rabbit,white,Spayed,2016-03-29,2017-03-29,normal,stray,field,2017-04-13,adoption,FALSE,"33.7730976, -118.177603",Yes,9,04,Spring
dog,black,Male,2023-07-02,2023-08-30,ill moderatete,stray,otc,2023-09-08,rescue,FALSE,"33.7772315, -118.1407947",No,1,09,Fall
cat,black,Female,2022-05-07,2022-11-07,injured  severe,stray,field,2022-11-13,euthanasia,TRUE,"33.7717153, -118.1676819",No,2,11,Fall
dog,black,Spayed,2022-03-07,2022-08-07,normal,stray,field,2022-08-16,rescue,FALSE,"33.7717153, -118.1676819",No,3,08,Summer
rabbit,white,Spayed,2016-08-22,2018-08-22,normal,stray,otc,2018-09-29,adoption,FALSE,"33.7750541, -118.141433",Yes,8,09,Fall
other,gray,Male,2021-09-03,2022-09-03,injured  severe,wildlife,field,2022-09-03,disposal,FALSE,"33.7717153, -118.1676819",No,3,09,Fall
cat,tortie,Spayed,2024-06-17,2024-07-07,under age/weight,stray,otc,2024-07-31,rescue,FALSE,"33.7717411, -118.1535205",No,0,07,Summer
dog,brown,Male,2021-10-14,2022-10-14,injured  mild,stray,otc,2022-10-16,return to owner,FALSE,"33.782413, -118.141342",No,3,10,Fall
cat,black,Neutered,2016-01-15,2017-01-15,normal,stray,otc,2017-01-21,transfer,FALSE,"33.7429994, -118.098263",No,9,01,Winter
dog,cream,Neutered,2022-08-04,2023-02-04,normal,stray,otc,2023-02-16,homefirst,FALSE,"33.7898537, -118.1458794",No,2,02,Winter
dog,white,Male,2021-07-13,2022-08-04,normal,return,adoption,2022-08-05,transfer,FALSE,"33.7719279, -118.1994009",No,3,08,Summer
dog,white,Male,2016-01-19,2018-01-19,normal,stray,field,2018-01-25,transfer,FALSE,"33.8377457, -118.1891562",No,9,01,Winter
dog,gray,Neutered,2018-12-07,2023-03-10,normal,return,adoption,2023-03-16,adoption,FALSE,"33.7994184, -118.0564752",Yes,6,03,Spring
cat,orange tabby,Neutered,2018-10-30,2019-10-30,normal,stray,trap,2019-11-05,"shelter, neuter, return",FALSE,"33.7719279, -118.1994009",No,6,11,Fall
dog,tricolor,Male,2004-11-17,2017-11-19,normal,stray,otc,2017-11-22,return to owner,FALSE,"33.8376524, -118.1699768",No,20,11,Fall
cat,gray tabby,Neutered,2022-07-06,2022-11-06,ill moderatete,stray,field,2022-11-23,adoption,FALSE,"33.7838244, -118.1879892",Yes,2,11,Fall
cat,cream tabby,Spayed,2016-02-10,2018-02-10,normal,stray,otc,2018-03-24,rescue,FALSE,"33.787135, -118.1880043",No,9,03,Spring
cat,cream,Spayed,2005-07-01,2017-07-01,ill moderatete,stray,field,2017-07-01,euthanasia,TRUE,"33.8015921, -118.0559659",No,19,07,Summer
dog,brown brindle,Female,2015-02-10,2018-02-10,normal,stray,otc,2018-03-09,adoption,FALSE,"33.787843, -118.1878289",Yes,10,03,Spring
dog,black,Neutered,2021-09-04,2023-01-08,behavior  moderate,owner surrender,otc,2023-02-04,homefirst,FALSE,"33.7914494, -118.1877333",No,3,02,Winter
cat,brown  tabby,Male,2008-08-30,2018-08-30,fractious,owner surrender,otc,2018-09-14,euthanasia,TRUE,"33.8004095, -118.0559202",No,16,09,Fall
dog,white,Male,2016-08-02,2017-02-02,normal,owner surrender,otc,2017-02-03,transfer,FALSE,"33.7950073, -118.188059",No,8,02,Winter
cat,brown  tabby,Male,2013-08-30,2018-08-30,fractious,owner surrender,otc,2018-11-02,euthanasia,TRUE,"33.8004095, -118.0559202",No,11,11,Fall
cat,brown  tabby,Neutered,2023-05-05,2023-06-23,under age/weight,stray,otc,2023-08-05,adoption,FALSE,"33.7950073, -118.188059",Yes,1,08,Summer
dog,black,Female,2020-11-26,2023-11-24,normal,welfare seized,police,2023-11-26,return to owner,FALSE,"33.7703277, -118.1874454",No,4,11,Fall
cat,white,Spayed,2019-02-16,2021-02-11,normal,stray,otc,2021-02-24,adoption,FALSE,"33.7976003, -118.0712981",Yes,6,02,Winter
dog,black,Male,2008-08-08,2022-02-15,normal,stray,field,2022-02-16,return to owner,FALSE,"33.8388402, -118.1887251",No,16,02,Winter
cat,black,Female,2018-04-25,2018-05-31,under age/weight,stray,otc,2018-06-08,rescue,FALSE,"33.80259110000001, -118.0561326",No,6,06,Summer
cat,brown  tabby,Neutered,1999-08-15,2021-06-23,injured  severe,stray,field,2021-06-24,return to owner,FALSE,"33.8376286, -118.1708479",No,25,06,Summer
dog,white,Neutered,2016-06-01,2019-12-01,normal,owner surrender,otc,2019-12-11,rescue,FALSE,"33.8388402, -118.1887251",No,8,12,Winter
wild,black,Unknown,2023-12-31,2024-12-31,injured  severe,wildlife,field,2024-12-31,euthanasia,TRUE,"33.8388679, -118.1887129",No,1,12,Winter
cat,black,Neutered,2020-04-15,2020-05-27,under age/weight,stray,otc,2020-05-30,foster to adopt,FALSE,"33.83634170000001, -118.1862281",Yes,4,05,Spring
wild,brown,Female,2022-04-17,2024-04-17,injured  moderate,wildlife,field,2024-04-17,euthanasia,TRUE,"33.7717108, -118.1876806",No,2,04,Spring
cat,gray tabby,Female,2017-11-14,2018-11-14,fractious,stray,field,2019-01-04,transfer,FALSE,"33.83634170000001, -118.1862281",No,7,01,Winter
cat,gray tabby,Neutered,2019-07-05,2019-09-05,normal,stray,otc,2019-09-20,adoption,FALSE,"33.8483955, -118.188191",Yes,5,09,Fall
cat,brown  tabby,Male,2020-08-02,2020-10-02,normal,stray,field,2020-10-04,transfer,FALSE,"33.83634170000001, -118.1862281",No,4,10,Fall
reptile,yellow,Female,2016-02-08,2017-02-08,injured  moderate,stray,field,2017-02-15,rescue,FALSE,"33.8503439, -118.1882355",No,9,02,Winter
dog,black,Neutered,2016-06-23,2021-12-26,normal,stray,otc,2021-12-29,return to owner,FALSE,"33.8557948, -118.1883062",No,8,12,Winter
cat,black,Female,2015-08-19,2017-08-19,normal,stray,otc,2017-09-29,transfer,FALSE,"33.8557948, -118.1883062",No,9,09,Fall
cat,orange,Neutered,2019-02-22,2019-10-22,fractious,stray,field,2019-10-29,"shelter, neuter, return",FALSE,"33.8557948, -118.1883062",No,6,10,Fall
dog,tan,Male,2013-08-17,2019-08-17,normal,stray,otc,2020-01-18,rescue,FALSE,"33.8399038, -118.1762843",No,11,01,Winter
cat,black,Female,2019-11-19,2020-11-19,normal,stray,otc,2020-11-30,transport,FALSE,"33.8575938, -118.188399",No,5,11,Fall
dog,brown,Female,2011-04-04,2019-04-04,aged,stray,field,2019-04-10,transfer,FALSE,"33.8381264, -118.1246931",No,13,04,Spring
cat,black,Spayed,2019-10-09,2023-10-09,ill mild,stray,field,2023-10-12,community cat,FALSE,"33.8575938, -118.188399",No,5,10,Fall
cat,orange tabby,Unknown,2019-03-28,2019-04-12,under age/weight,stray,field,2019-04-12,rescue,FALSE,"33.8377177, -118.1760178",No,6,04,Spring
cat,orange,Neutered,2023-09-16,2024-01-16,injured  severe,stray,field,2024-01-31,adoption,FALSE,"33.8575938, -118.188399",Yes,1,01,Winter
cat,gray,Neutered,2012-01-14,2017-01-14,normal,stray,otc,2017-01-20,transfer,FALSE,"33.859216, -118.188402",No,13,01,Winter
cat,brown  tabby,Spayed,2014-11-17,2018-11-17,fractious,stray,otc,2018-12-27,"shelter, neuter, return",FALSE,"33.8376783, -118.1690535",No,10,12,Winter
dog,brown,Male,2020-10-20,2022-11-03,normal,return,adoption,2022-11-04,adoption,FALSE,"34.154162, -118.3489502",Yes,4,11,Fall
cat,brown  tabby,Spayed,2016-09-22,2018-09-22,fractious,stray,trap,2018-10-02,"shelter, neuter, return",FALSE,"33.8617066, -118.1884287",No,8,10,Fall
dog,fawn,Neutered,2022-01-17,2023-01-17,injured  severe,stray,field,2023-01-25,rescue,FALSE,"33.8617066, -118.1884287",No,3,01,Winter
dog,white,Female,2014-04-05,2018-04-05,normal,stray,field,2018-04-05,return to owner,FALSE,"33.8617066, -118.1884287",No,10,04,Spring
cat,black,Neutered,2019-03-10,2024-03-09,injured  moderate,stray,field,2024-03-23,community cat,FALSE,"33.7728117, -118.1872813",No,6,03,Spring
rabbit,brown,Neutered,2018-02-08,2019-02-21,normal,owner surrender,otc,2019-02-24,adoption,FALSE,"33.7282037, -118.0515394",Yes,7,02,Winter
cat,black,Unknown,2018-07-08,2018-08-08,under age/weight,stray,field,2018-08-09,rescue,FALSE,"33.8632207, -118.1882952",No,6,08,Summer
dog,gray,Male,2007-04-26,2017-04-26,ill mild,stray,field,2017-04-29,euthanasia,TRUE,"33.8648598, -118.1888378",No,17,04,Spring
bird,black,Unknown,2019-03-20,2019-04-04,under age/weight,wildlife,field,2019-04-04,euthanasia,TRUE,"33.8648598, -118.1888378",No,6,04,Spring
cat,black,Male,2019-07-08,2019-12-08,ill moderatete,stray,otc,2019-12-08,euthanasia,TRUE,"33.8648598, -118.1888378",No,5,12,Winter
cat,calico,Unknown,2019-12-02,2019-12-05,under age/weight,stray,field,2019-12-05,rescue,FALSE,"33.7772315, -118.1407947",No,5,12,Winter
cat,black,Unknown,2019-12-02,2019-12-05,under age/weight,stray,field,2019-12-05,rescue,FALSE,"33.7772315, -118.1407947",No,5,12,Winter
cat,gray tabby,Spayed,2018-03-22,2021-03-19,ill severe,stray,field,2021-04-03,adoption,FALSE,"33.8686765, -118.1888545",Yes,7,04,Spring
rabbit,fawn,Neutered,2018-02-15,2020-02-15,ill mild,stray,otc,2020-02-26,adoption,FALSE,"33.757928, -118.1428757",Yes,7,02,Winter
cat,gray,Male,2018-04-24,2018-05-09,under age/weight,stray,otc,2018-05-09,rescue,FALSE,"33.7753534, -118.1876813",No,6,05,Spring
cat,black,Neutered,2022-06-14,2022-07-14,normal,stray,field,2022-08-06,adoption,FALSE,"33.8641777, -118.1884322",Yes,2,08,Summer
bird,brown,Unknown,2018-11-16,2019-11-16,injured  severe,wildlife,field,2019-11-16,transfer,FALSE,"33.8030095, -118.0544601",No,6,11,Fall
dog,blue brindle,Male,2018-10-08,2019-03-08,normal,stray,field,2019-03-14,transfer,FALSE,"33.7691547, -118.1874835",No,6,03,Spring
cat,brown  tabby,Neutered,2016-10-31,2018-10-31,fractious,stray,otc,2018-11-08,"shelter, neuter, return",FALSE,"33.83634170000001, -118.1862281",No,8,11,Fall
cat,calico,Unknown,2019-04-06,2019-05-06,under age/weight,stray,field,2019-05-06,rescue,FALSE,"33.8565553, -118.1882695",No,5,05,Spring
wild,black,Unknown,2019-03-10,2019-05-10,normal,wildlife,otc,2019-05-12,rescue,FALSE,"33.8381264, -118.1246931",No,6,05,Spring
cat,calico,Unknown,2019-04-06,2019-05-06,under age/weight,stray,field,2019-05-06,rescue,FALSE,"33.8565553, -118.1882695",No,5,05,Spring
cat,black,Spayed,2018-06-25,2018-11-25,normal,stray,trap,2018-11-30,"shelter, neuter, return",FALSE,"33.8376783, -118.1690535",No,6,11,Fall
cat,calico,Unknown,2019-04-06,2019-05-06,under age/weight,stray,field,2019-05-06,rescue,FALSE,"33.8565553, -118.1882695",No,5,05,Spring
cat,brown  tabby,Unknown,2013-11-16,2018-11-16,fractious,stray,otc,2018-11-22,died,TRUE,"33.8376783, -118.1690535",No,11,11,Fall
cat,calico,Unknown,2019-04-06,2019-05-06,under age/weight,stray,field,2019-05-06,rescue,FALSE,"33.8565553, -118.1882695",No,5,05,Spring
cat,black,Female,2018-04-18,2018-05-18,under age/weight,stray,otc,2018-06-01,rescue,FALSE,"33.8379479, -118.134692",No,6,06,Summer
cat,chocolate,Unknown,2018-08-23,2018-08-25,under age/weight,stray,field,2018-09-05,died,TRUE,"33.8565553, -118.1882695",No,6,09,Fall
cat,white,Neutered,2016-04-14,2024-04-14,ill moderatete,stray,otc,2024-04-14,euthanasia,TRUE,"33.8565553, -118.1882695",No,8,04,Spring
cat,black,Male,2018-04-18,2018-05-18,under age/weight,stray,otc,2018-06-01,rescue,FALSE,"33.8379479, -118.134692",No,6,06,Summer
cat,white,Neutered,2017-04-27,2024-03-09,normal,owner surrender,otc,2024-03-23,rescue,FALSE,"33.8373528, -118.1883574",No,7,03,Spring
cat,brown  tabby,Spayed,2020-10-07,2021-10-07,injured  severe,stray,field,2021-10-24,foster to adopt,FALSE,"33.7971149, -118.1882325",Yes,4,10,Fall
dog,black,Neutered,2014-05-01,2018-06-25,normal,owner surrender,otc,2018-06-28,euthanasia,TRUE,"33.83837949999999, -118.1893572",No,10,06,Summer
cat,gray tabby,Male,2018-08-05,2018-09-08,under age/weight,stray,otc,2018-09-21,rescue,FALSE,"33.8606421, -118.1882829",No,6,09,Fall
dog,sable,Male,2022-08-23,2023-02-23,ill moderatete,stray,otc,2023-02-23,euthanasia,TRUE,"33.8399741, -118.1848464",No,2,02,Winter
cat,black,Neutered,2014-04-23,2019-04-23,fractious,stray,field,2019-04-30,"shelter, neuter, return",FALSE,"33.8606421, -118.1882829",No,10,04,Spring
cat,gray,Neutered,2012-03-02,2017-05-28,feral,stray,otc,2017-06-01,return to rescue,FALSE,"33.8606421, -118.1882829",No,13,06,Summer
cat,black,Neutered,2015-01-16,2017-01-12,feral,stray,field,2017-01-21,rescue,FALSE,"33.8606421, -118.1882829",No,10,01,Winter
cat,brown,Neutered,2015-03-15,2017-03-15,normal,stray,field,2017-03-23,"shelter, neuter, return",FALSE,"33.8606421, -118.1882829",No,10,03,Spring
cat,white,Neutered,2017-12-21,2019-12-21,fractious,owner surrender,otc,2020-02-25,rescue,FALSE,"33.8389967, -118.1817194",No,7,02,Winter
cat,lynx point,Neutered,2014-03-05,2017-03-05,feral,stray,otc,2017-03-28,"shelter, neuter, return",FALSE,"33.8606421, -118.1882829",No,11,03,Spring
cat,calico,Spayed,2016-01-20,2017-01-20,feral,stray,field,2017-01-26,"shelter, neuter, return",FALSE,"33.8606421, -118.1882829",No,9,01,Winter
other,black,Unknown,2022-02-09,2022-06-09,under age/weight,wildlife,field,2022-06-10,return to wild habitat,FALSE,"33.8385363, -118.1674568",No,3,06,Summer
cat,white,Neutered,2015-03-25,2018-03-25,fractious,stray,field,2018-03-31,"shelter, neuter, return",FALSE,"33.8606421, -118.1882829",No,10,03,Spring
dog,black,Male,2020-12-15,2022-04-15,normal,welfare seized,police,2022-04-20,return to owner,FALSE,"33.8385363, -118.1674568",No,4,04,Spring
cat,calico,Spayed,2016-03-09,2019-03-18,normal,stray,trap,2019-04-12,adoption,FALSE,"33.8606421, -118.1882829",Yes,9,04,Spring
dog,black,Spayed,2017-04-30,2022-04-30,ill mild,stray,otc,2022-05-18,adoption,FALSE,"33.7997038, -118.1410485",Yes,7,05,Spring
dog,white,Male,2012-09-03,2020-09-03,normal,stray,field,2020-12-08,rescue,FALSE,"33.8606421, -118.1882829",No,12,12,Winter
dog,brown,Neutered,2018-12-05,2019-12-05,normal,stray,otc,2019-12-11,transfer,FALSE,"33.7997038, -118.1410485",No,6,12,Winter
cat,gray tabby,Spayed,2017-11-28,2020-05-30,normal,owner surrender,otc,2020-06-21,adoption,FALSE,"33.7715361, -118.1403718",Yes,7,06,Summer
other,white,Female,2021-05-13,2024-11-12,normal,welfare seized,police,2024-12-07,rescue,FALSE,"33.7826023, -118.1405151",No,3,12,Winter
cat,gray,Female,2002-06-28,2019-06-28,ill mild,stray,otc,2019-07-09,euthanasia,TRUE,"33.8551325, -118.1883812",No,22,07,Summer
cat,gray tabby,Male,2015-12-14,2019-12-14,normal,stray,otc,2019-12-19,return to owner,FALSE,"33.7825991, -118.1405034",No,9,12,Winter
cat,black,Male,2022-04-15,2022-06-15,ill mild,stray,otc,2022-07-15,adoption,FALSE,"33.8322761, -118.1403712",Yes,2,07,Summer
dog,gray,Male,2014-10-22,2022-07-10,injured  mild,owner surrender,otc,2023-01-19,adoption,FALSE,"33.854156, -118.1882352",Yes,10,01,Winter
cat,brown  tabby,Spayed,2023-07-09,2024-01-07,ill mild,stray,otc,2024-01-18,adoption,FALSE,"33.796065, -118.1402158",Yes,1,01,Winter
dog,black,Female,2014-12-05,2019-12-05,normal,stray,otc,2019-12-05,return to owner,FALSE,"33.7662507, -118.1404806",No,10,12,Winter
cat,white,Spayed,2021-05-08,2021-06-17,under age/weight,stray,field,2021-07-16,foster to adopt,FALSE,"33.854156, -118.1882352",Yes,3,07,Summer
wild,brown,Female,2021-12-02,2022-06-02,injured  severe,wildlife,field,2022-06-02,euthanasia,TRUE,"33.8322761, -118.1403712",No,3,06,Summer
cat,black smoke,Neutered,2013-05-09,2018-05-09,ill severe,stray,otc,2018-06-20,"shelter, neuter, return",FALSE,"33.8515926, -118.1882305",No,11,06,Summer
cat,black,Neutered,2021-11-02,2024-11-01,injured  moderate,stray,otc,2024-11-17,community cat,FALSE,"33.8393147, -118.1719751",No,3,11,Fall
cat,calico,Spayed,2016-04-18,2017-02-18,normal,stray,otc,2017-02-25,adoption,FALSE,"33.8515926, -118.1882305",Yes,8,02,Winter
dog,gray,Neutered,2018-12-07,2021-11-10,normal,stray,otc,2021-11-10,return to owner,FALSE,"33.8515926, -118.1882305",No,6,11,Fall
wild,gray,Female,2022-07-09,2023-07-09,injured  severe,wildlife,field,2023-07-09,euthanasia,TRUE,"33.8398119, -118.1379273",No,2,07,Summer
cat,calico tabby,Female,2024-06-16,2024-07-07,under age/weight,stray,otc,2024-08-08,rescue,FALSE,"33.8582336, -118.1882882",No,0,08,Summer
dog,red,Neutered,2015-08-01,2022-10-18,normal,owner surrender,field,2022-10-23,euthanasia,TRUE,"33.766083, -118.1875466",No,9,10,Fall
dog,black,Female,2017-09-12,2019-02-26,normal,stray,field,2019-03-08,transfer,FALSE,"33.8509671, -118.1882645",No,7,03,Spring
dog,black,Neutered,2020-05-16,2023-05-15,normal,stray,field,2023-06-17,homefirst,FALSE,"33.8531568, -118.1882327",No,4,06,Summer
dog,black,Female,2018-10-19,2019-10-19,normal,stray,otc,2019-10-25,transfer,FALSE,"33.8386179, -118.170906",No,6,10,Fall
cat,tortie,Spayed,2016-07-30,2018-07-30,normal,stray,trap,2018-07-31,"shelter, neuter, return",FALSE,"33.8531568, -118.1882327",No,8,07,Summer
dog,white,Male,2017-09-29,2023-09-29,injured  severe,stray,field,2023-09-29,euthanasia,TRUE,"33.8391357, -118.1910031",No,7,09,Fall
cat,white,Female,2020-03-25,2020-06-25,normal,stray,otc,2020-07-01,transfer,FALSE,"33.8531568, -118.1882327",No,5,07,Summer
dog,tan,Spayed,2017-12-24,2022-12-24,normal,stray,field,2023-03-25,adoption,FALSE,"33.8679143, -118.1888545",Yes,7,03,Spring
wild,gray,Unknown,2024-02-10,2024-02-28,under age/weight,wildlife,field,2024-02-28,transport,FALSE,"33.8391357, -118.1910031",No,1,02,Winter
wild,gray,Unknown,2024-02-10,2024-02-28,under age/weight,wildlife,field,2024-02-28,transport,FALSE,"33.8391357, -118.1910031",No,1,02,Winter
wild,gray,Unknown,2016-11-15,2019-11-15,ill severe,wildlife,field,2019-11-15,euthanasia,TRUE,"33.79241030000001, -118.1881384",No,8,11,Fall
dog,black,Neutered,2008-11-18,2017-11-13,normal,owner surrender,field,2017-11-18,return to owner,FALSE,"33.8391357, -118.1910031",No,16,11,Fall
dog,brown,Male,2014-12-25,2022-12-25,injured  severe,stray,field,2022-12-25,return to owner,FALSE,"33.8391357, -118.1910031",No,10,12,Winter
dog,black,Spayed,2019-02-27,2024-02-27,behavior  mild,stray,field,2024-03-09,adoption,FALSE,"33.76279, -118.1876435",Yes,6,03,Spring
bird,black,Unknown,2022-02-21,2022-08-21,injured  mild,wildlife,field,2022-08-22,died,TRUE,"33.841018, -118.1778105",No,3,08,Summer
cat,brown  tabby,Female,2019-04-23,2019-05-26,normal,stray,field,2019-05-30,rescue,FALSE,"33.840401, -118.1763008",No,5,05,Spring
dog,black,Male,2010-05-27,2017-03-29,normal,stray,field,2017-05-04,euthanasia,TRUE,"33.8398964, -118.1870766",No,14,05,Spring
dog,brown,Male,2016-11-19,2023-11-19,normal,stray,otc,2023-11-19,return to owner,FALSE,"33.8399741, -118.1848464",No,8,11,Fall
dog,brown,Neutered,2022-03-02,2023-08-30,normal,owner surrender,otc,2023-09-05,rescue,FALSE,"33.8404862, -118.1748242",No,3,09,Fall
dog,brown,Male,2009-08-09,2024-08-09,normal,stray,otc,2024-08-09,return to owner,FALSE,"33.8395785, -118.1232391",No,15,08,Summer
dog,brown,Spayed,2017-04-06,2018-04-06,injured  moderate,stray,field,2018-04-12,adoption,FALSE,"33.76279, -118.1876435",Yes,7,04,Spring
cat,brown  tabby,Neutered,2023-03-06,2023-04-23,normal,stray,otc,2023-05-21,adoption,FALSE,"33.846498, -118.1881675",Yes,2,05,Spring
cat,black,Spayed,2022-05-22,2023-01-13,normal,return,adoption,2023-01-14,adoption,FALSE,"33.8397259, -118.125082",Yes,2,01,Winter
dog,white,Male,2022-01-16,2022-02-13,under age/weight,stray,otc,2022-02-14,euthanasia,TRUE,"33.8656524, -118.1888156",No,3,02,Winter
dog,black,Female,2014-07-05,2019-07-05,normal,owner surrender,otc,2019-07-10,rescue,FALSE,"33.8395282, -118.1008231",No,10,07,Summer
dog,gray,Spayed,2021-02-03,2022-02-04,normal,stray,otc,2022-03-04,adoption,FALSE,"33.8600524, -118.1884085",Yes,4,03,Spring
dog,gray,Neutered,2018-11-02,2021-11-02,normal,stray,field,2022-02-12,adoption,FALSE,"33.8600524, -118.1884085",Yes,6,02,Winter
dog,fawn,Female,2015-08-10,2018-02-10,normal,owner surrender,otc,2018-02-11,transfer,FALSE,"33.8398853, -118.1411508",No,9,02,Winter
cat,lilac point,Spayed,2024-05-16,2024-06-05,normal,stray,otc,2024-09-29,adoption,FALSE,"33.8600524, -118.1884085",Yes,0,09,Fall
cat,black,Female,2019-09-02,2019-10-02,under age/weight,stray,otc,2019-10-16,euthanasia,TRUE,"33.8388242, -118.1716406",No,5,10,Fall
cat,gray,Female,2024-03-26,2024-05-02,under age/weight,stray,otc,2024-06-11,rescue,FALSE,"33.8600524, -118.1884085",No,1,06,Summer
dog,black,Male,2017-09-14,2018-09-14,normal,stray,otc,2018-09-20,transfer,FALSE,"33.8391357, -118.1910031",No,7,09,Fall
dog,white,Female,2015-04-09,2018-04-09,normal,confiscate,abandon,2018-04-11,return to owner,FALSE,"33.8115901, -118.1882789",No,9,04,Spring
dog,brown,Female,2018-10-03,2019-07-03,normal,stray,otc,2019-07-18,rescue,FALSE,"33.8490293, -118.1882448",No,6,07,Summer
cat,gray,Spayed,2019-04-22,2019-06-22,normal,stray,field,2019-11-09,adoption,FALSE,"33.8319372, -118.1763211",Yes,5,11,Fall
cat,gray,Female,2023-05-12,2023-06-23,ill mild,stray,otc,2023-07-23,rescue,FALSE,"33.8679263, -118.1870265",No,1,07,Summer
cat,black,Neutered,2018-10-09,2019-10-09,normal,owner surrender,otc,2019-12-04,adoption,FALSE,"33.8490293, -118.1882448",Yes,6,12,Winter
cat,tricolor,Female,2018-03-23,2018-04-21,under age/weight,stray,otc,2018-04-22,rescue,FALSE,"33.8490293, -118.1882448",No,7,04,Spring
cat,black,Female,2019-03-11,2019-03-13,under age/weight,stray,otc,2019-03-15,transfer,FALSE,"33.8439107, -118.1772394",No,6,03,Spring
dog,white,Neutered,2021-09-23,2022-09-22,normal,stray,otc,2022-09-28,adoption,FALSE,"33.7838244, -118.1879892",Yes,3,09,Fall
cat,black,Male,2019-03-11,2019-03-13,under age/weight,stray,otc,2019-03-15,transfer,FALSE,"33.8439107, -118.1772394",No,6,03,Spring
cat,black,Male,2019-10-21,2020-01-21,normal,stray,otc,2020-01-26,rescue,FALSE,"33.8648598, -118.1888378",No,5,01,Winter
dog,brown,Spayed,2018-09-28,2019-11-02,behavior  moderate,return,adoption,2019-11-08,transfer,FALSE,"33.78541200000001, -118.139321",No,6,11,Fall
dog,black,Male,2023-04-12,2024-03-24,normal,stray,otc,2024-03-28,return to owner,FALSE,"33.8515926, -118.1882305",No,1,03,Spring
